,94,131,171,193,304,211,335,6173
2011-02-11,2011-02-11T00:00:02.12Z,2011-02-11T00:00:09.62Z,2011-02-11T00:00:12.34Z,2011-02-11T00:00:07.84Z,2011-02-11T00:00:08.12Z,2011-02-11T00:00:00.62Z,2011-02-11T00:00:03.62Z,2011-02-10T23:58:11.90Z
2011-02-12,2011-02-12T00:00:02.14Z,2011-02-12T00:00:09.62Z,2011-02-12T00:00:12.34Z,2011-02-12T00:00:07.84Z,2011-02-12T00:00:08.12Z,2011-02-12T00:00:00.63Z,2011-02-12T00:00:03.63Z,2011-02-11T23:58:12.00Z
2011-02-13,2011-02-13T00:00:02.12Z,2011-02-13T00:00:09.62Z,2011-02-13T00:00:12.34Z,2011-02-13T00:00:07.84Z,2011-02-13T00:00:08.12Z,2011-02-13T00:00:00.62Z,2011-02-13T00:00:03.62Z,2011-02-12T23:58:12.10Z
2011-02-14,2011-02-14T00:00:02.13Z,2011-02-14T00:00:09.62Z,2011-02-14T00:00:12.34Z,2011-02-14T00:00:07.84Z,2011-02-14T00:00:08.12Z,2011-02-14T00:00:00.63Z,2011-02-14T00:00:03.63Z,2011-02-13T23:58:12.20Z
2011-02-15,2011-02-15T00:00:02.12Z,2011-02-15T00:00:09.62Z,2011-02-15T00:00:12.34Z,2011-02-15T00:00:07.84Z,2011-02-15T00:00:08.14Z,2011-02-15T00:00:00.62Z,2011-02-15T00:00:03.62Z,2011-02-14T23:58:12.30Z
2011-02-16,2011-02-16T00:00:02.12Z,2011-02-16T00:00:09.62Z,2011-02-16T00:00:12.34Z,2011-02-16T00:00:07.84Z,2011-02-16T00:00:08.13Z,2011-02-16T00:00:00.62Z,2011-02-16T00:00:03.62Z,2011-02-15T23:58:12.30Z
2011-02-17,2011-02-17T00:00:02.12Z,2011-02-17T00:00:09.62Z,2011-02-17T00:00:12.34Z,2011-02-17T00:00:07.84Z,2011-02-17T00:00:08.12Z,2011-02-17T00:00:00.62Z,2011-02-17T00:00:03.62Z,2011-02-16T23:58:12.40Z
2011-02-18,2011-02-18T00:00:02.12Z,2011-02-18T00:00:09.62Z,2011-02-18T00:00:12.34Z,2011-02-18T00:00:07.84Z,2011-02-18T00:00:08.12Z,2011-02-18T00:00:00.62Z,2011-02-18T00:00:03.62Z,2011-02-17T23:58:12.50Z
2011-02-19,2011-02-19T00:00:02.12Z,2011-02-19T00:00:09.62Z,2011-02-19T00:00:12.34Z,2011-02-19T00:00:07.84Z,2011-02-19T00:00:08.12Z,2011-02-19T00:00:00.62Z,2011-02-19T00:00:03.62Z,2011-02-18T23:58:12.70Z
2011-02-20,2011-02-20T00:00:02.12Z,2011-02-20T00:00:09.62Z,2011-02-20T00:00:12.34Z,2011-02-20T00:00:07.84Z,2011-02-20T00:00:08.12Z,2011-02-20T00:00:00.62Z,2011-02-20T00:00:03.63Z,2011-02-19T23:58:12.80Z
2011-02-21,2011-02-21T00:00:02.13Z,2011-02-21T00:00:09.62Z,2011-02-21T00:00:12.34Z,2011-02-21T00:00:07.84Z,2011-02-21T00:00:08.12Z,2011-02-21T00:00:00.62Z,2011-02-21T00:00:03.62Z,2011-02-20T23:58:12.90Z
2011-02-22,2011-02-22T00:00:02.12Z,2011-02-22T00:00:09.62Z,2011-02-22T00:00:12.34Z,2011-02-22T00:00:07.84Z,2011-02-22T00:00:08.14Z,2011-02-22T00:00:00.62Z,2011-02-22T00:00:03.62Z,2011-02-21T23:58:13.00Z
2011-02-23,2011-02-23T00:00:02.12Z,2011-02-23T00:00:09.62Z,2011-02-23T00:00:12.34Z,2011-02-23T00:00:07.84Z,2011-02-23T00:00:08.12Z,2011-02-23T00:00:00.63Z,2011-02-23T00:00:03.63Z,2011-02-22T23:58:13.10Z
2011-02-24,2011-02-24T00:00:02.12Z,2011-02-24T00:00:09.62Z,2011-02-24T00:00:12.34Z,2011-02-24T00:00:07.84Z,2011-02-24T00:00:08.12Z,2011-02-24T00:00:00.62Z,2011-02-24T00:00:03.62Z,2011-02-23T23:58:13.20Z
2011-02-25,2011-02-25T00:00:02.12Z,2011-02-25T00:00:09.62Z,2011-02-25T00:00:12.34Z,2011-02-25T00:00:07.84Z,2011-02-25T00:00:08.12Z,2011-02-25T00:00:00.62Z,2011-02-25T00:00:03.62Z,2011-02-24T23:58:13.30Z
2011-02-26,2011-02-25T23:00:02.12Z,2011-02-25T23:00:09.62Z,2011-02-25T23:00:12.34Z,2011-02-25T23:00:07.84Z,2011-02-25T23:00:08.12Z,2011-02-25T23:00:00.62Z,2011-02-25T23:00:03.62Z,2011-02-25T20:58:13.40Z
2011-02-27,2011-02-27T00:00:02.12Z,2011-02-27T00:00:09.62Z,2011-02-27T00:00:12.34Z,2011-02-27T00:00:07.84Z,2011-02-27T00:00:08.12Z,2011-02-27T00:00:00.62Z,2011-02-27T00:00:03.62Z,2011-02-26T23:58:13.60Z
2011-02-28,2011-02-28T00:00:02.12Z,2011-02-28T00:00:09.62Z,2011-02-28T00:00:12.35Z,2011-02-28T00:00:07.84Z,2011-02-28T00:00:08.12Z,2011-02-28T00:00:00.63Z,2011-02-28T00:00:03.63Z,2011-02-27T23:58:13.70Z
2011-03-01,2011-03-01T00:00:02.12Z,2011-03-01T00:00:09.62Z,2011-03-01T00:00:12.35Z,2011-03-01T00:00:07.84Z,2011-03-01T00:00:08.12Z,2011-03-01T00:00:00.62Z,2011-03-01T00:00:03.63Z,2011-02-28T23:58:13.80Z
2011-03-02,2011-03-02T00:00:02.12Z,2011-03-02T00:00:09.62Z,2011-03-02T00:00:12.34Z,2011-03-02T00:00:07.84Z,2011-03-02T00:00:08.12Z,2011-03-02T00:00:00.62Z,2011-03-02T00:00:03.62Z,2011-03-01T23:58:13.90Z
2011-03-03,2011-03-03T00:00:02.12Z,2011-03-03T00:00:09.62Z,2011-03-03T00:00:12.34Z,2011-03-03T00:00:07.84Z,2011-03-03T00:00:08.12Z,2011-03-03T00:00:00.62Z,2011-03-03T00:00:03.62Z,2011-03-02T23:58:14.10Z
2011-03-04,2011-03-04T00:00:02.12Z,2011-03-04T00:00:09.62Z,2011-03-04T00:00:12.34Z,2011-03-04T00:00:08.93Z,2011-03-04T00:00:08.12Z,2011-03-04T00:00:00.62Z,2011-03-04T00:00:03.62Z,2011-03-03T23:58:14.20Z
2011-03-05,2011-03-05T00:00:02.12Z,2011-03-05T00:00:09.62Z,2011-03-05T00:00:12.34Z,2011-03-05T00:00:07.84Z,2011-03-05T00:00:08.12Z,2011-03-05T00:00:00.63Z,2011-03-05T00:00:03.63Z,2011-03-04T23:58:14.30Z
2011-03-06,2011-03-06T00:00:02.12Z,2011-03-06T00:00:09.62Z,2011-03-06T00:00:12.34Z,2011-03-06T00:00:07.84Z,2011-03-06T00:00:08.12Z,2011-03-06T00:00:00.62Z,2011-03-06T00:00:03.63Z,2011-03-05T23:58:14.40Z
2011-03-07,2011-03-07T00:00:02.12Z,2011-03-07T00:00:09.62Z,2011-03-07T00:00:12.34Z,2011-03-07T00:00:07.84Z,2011-03-07T00:00:08.12Z,2011-03-07T00:00:00.62Z,2011-03-07T00:00:03.62Z,2011-03-06T23:58:14.60Z
2011-03-08,2011-03-08T00:00:02.13Z,2011-03-08T00:00:09.62Z,2011-03-08T00:00:12.34Z,2011-03-08T00:00:07.84Z,2011-03-08T00:00:08.12Z,2011-03-08T00:00:00.62Z,2011-03-08T00:00:03.62Z,2011-03-07T23:58:14.70Z
2011-03-09,2011-03-09T00:00:02.12Z,2011-03-09T00:00:09.62Z,2011-03-09T00:00:12.35Z,2011-03-09T00:00:07.84Z,2011-03-09T00:00:08.12Z,2011-03-09T00:00:00.62Z,2011-03-09T00:00:03.62Z,2011-03-08T23:58:14.80Z
2011-03-10,2011-03-10T00:00:02.12Z,2011-03-10T00:00:09.62Z,2011-03-10T00:00:12.35Z,2011-03-10T00:00:09.82Z,2011-03-10T00:00:08.12Z,2011-03-10T00:00:00.62Z,2011-03-10T00:00:03.62Z,2011-03-09T23:58:14.90Z
2011-03-11,2011-03-11T00:00:02.12Z,2011-03-11T00:00:09.62Z,2011-03-11T00:00:12.34Z,2011-03-11T00:00:09.44Z,2011-03-11T00:00:08.13Z,2011-03-11T00:00:00.63Z,2011-03-11T00:00:03.63Z,2011-03-10T23:58:15.10Z
2011-03-12,2011-03-12T00:00:02.12Z,2011-03-12T00:00:09.62Z,2011-03-12T00:00:12.34Z,2011-03-12T00:00:07.84Z,2011-03-12T00:00:08.12Z,2011-03-12T00:00:00.62Z,2011-03-12T00:00:03.62Z,2011-03-11T23:58:15.20Z
2011-03-13,2011-03-13T00:00:02.12Z,2011-03-13T00:00:09.62Z,2011-03-13T00:00:12.34Z,2011-03-13T00:00:07.84Z,2011-03-13T00:00:08.12Z,2011-03-13T00:00:00.62Z,2011-03-13T00:00:03.62Z,2011-03-12T23:58:15.30Z
2011-03-14,2011-03-14T00:00:02.12Z,2011-03-14T00:00:09.62Z,2011-03-14T00:00:12.34Z,2011-03-14T00:00:07.84Z,2011-03-14T00:00:08.12Z,2011-03-14T00:00:00.63Z,2011-03-14T00:00:03.63Z,2011-03-13T23:58:15.50Z
2011-03-15,2011-03-15T00:00:02.12Z,2011-03-15T00:00:09.62Z,2011-03-15T00:00:12.34Z,2011-03-15T00:00:07.84Z,2011-03-15T00:00:08.12Z,2011-03-15T00:00:00.62Z,2011-03-15T00:00:03.62Z,2011-03-14T23:58:15.60Z
2011-03-16,2011-03-16T00:00:02.12Z,2011-03-16T00:00:09.62Z,2011-03-16T00:00:12.34Z,2011-03-16T00:00:07.84Z,2011-03-16T00:00:08.12Z,2011-03-16T00:00:00.62Z,2011-03-16T00:00:03.62Z,2011-03-15T23:58:15.70Z
2011-03-17,2011-03-17T00:00:02.12Z,2011-03-17T00:00:09.64Z,2011-03-17T00:00:12.34Z,2011-03-17T00:00:07.84Z,2011-03-17T00:00:08.12Z,2011-03-17T00:00:00.63Z,2011-03-17T00:00:03.63Z,2011-03-16T23:58:15.90Z
2011-03-20,2011-03-20T00:00:02.12Z,2011-03-20T00:00:09.62Z,2011-03-20T00:00:12.34Z,2011-03-20T00:00:07.84Z,2011-03-20T00:00:08.12Z,2011-03-20T00:00:00.62Z,2011-03-20T00:00:03.62Z,2011-03-19T23:58:16.30Z
2011-03-21,2011-03-21T00:00:02.12Z,2011-03-21T00:00:09.62Z,2011-03-21T00:00:12.34Z,2011-03-21T00:00:07.84Z,2011-03-21T00:00:08.12Z,2011-03-21T00:00:00.63Z,2011-03-21T00:00:03.62Z,2011-03-20T23:58:16.40Z
2011-03-22,2011-03-22T00:00:02.12Z,2011-03-22T00:00:09.62Z,2011-03-22T00:00:12.35Z,2011-03-22T00:00:07.84Z,2011-03-22T00:00:08.13Z,2011-03-22T00:00:00.63Z,2011-03-22T00:00:03.63Z,2011-03-21T23:58:16.60Z
2011-03-23,2011-03-23T00:00:02.13Z,2011-03-23T00:00:09.62Z,2011-03-23T00:00:12.34Z,2011-03-23T00:00:07.84Z,2011-03-23T00:00:08.12Z,2011-03-23T00:00:00.62Z,2011-03-23T00:00:03.62Z,2011-03-22T23:58:16.70Z
2011-03-24,2011-03-24T00:00:02.12Z,2011-03-24T00:00:09.62Z,2011-03-24T00:00:12.34Z,2011-03-24T00:00:07.84Z,2011-03-24T00:00:08.12Z,2011-03-24T00:00:00.63Z,2011-03-24T00:00:03.63Z,2011-03-23T23:58:16.80Z
2011-03-25,2011-03-25T00:00:02.13Z,2011-03-25T00:00:09.62Z,2011-03-25T00:00:12.34Z,2011-03-25T00:00:07.84Z,2011-03-25T00:00:08.12Z,2011-03-25T00:00:00.63Z,2011-03-25T00:00:03.63Z,2011-03-24T23:58:17.00Z
2011-03-26,2011-03-26T00:00:02.12Z,2011-03-26T00:00:09.62Z,2011-03-26T00:00:12.35Z,2011-03-26T00:00:07.84Z,2011-03-26T00:00:08.12Z,2011-03-26T00:00:00.63Z,2011-03-26T00:00:03.63Z,2011-03-25T23:58:17.10Z
2011-03-27,2011-03-27T00:00:02.13Z,2011-03-27T00:00:09.62Z,2011-03-27T00:00:12.34Z,2011-03-27T00:00:07.84Z,2011-03-27T00:00:08.12Z,2011-03-27T00:00:00.63Z,2011-03-27T00:00:03.62Z,2011-03-26T23:58:17.30Z
2011-03-28,2011-03-28T00:00:02.12Z,2011-03-28T00:00:09.62Z,2011-03-28T00:00:12.34Z,2011-03-28T00:00:07.84Z,2011-03-28T00:00:08.12Z,2011-03-28T00:00:00.62Z,2011-03-28T00:00:03.62Z,2011-03-27T23:58:17.40Z
2011-03-29,2011-03-29T00:00:02.14Z,2011-03-29T00:00:09.62Z,2011-03-29T00:00:12.34Z,2011-03-29T00:00:07.84Z,2011-03-29T00:00:08.12Z,2011-03-29T00:00:00.63Z,2011-03-29T00:00:03.62Z,2011-03-28T23:58:17.60Z
2011-03-30,2011-03-30T00:00:02.12Z,2011-03-30T00:00:09.62Z,2011-03-30T00:00:12.34Z,2011-03-30T00:00:07.84Z,2011-03-30T00:00:08.12Z,2011-03-30T00:00:00.62Z,2011-03-30T00:00:03.62Z,2011-03-29T23:58:17.70Z
2011-03-31,2011-03-31T00:00:02.12Z,2011-03-31T00:00:09.63Z,2011-03-31T00:00:12.34Z,2011-03-31T00:00:07.84Z,2011-03-31T00:00:08.12Z,2011-03-31T00:00:00.62Z,2011-03-31T00:00:03.62Z,2011-03-30T23:58:17.90Z
2011-04-01,2011-04-01T00:00:02.12Z,2011-04-01T00:00:09.62Z,2011-04-01T00:00:12.34Z,2011-04-01T00:00:07.84Z,2011-04-01T00:00:08.12Z,2011-04-01T00:00:00.62Z,2011-04-01T00:00:03.62Z,2011-03-31T23:58:18.00Z
2011-04-02,2011-04-02T00:00:02.12Z,2011-04-02T00:00:09.62Z,2011-04-02T00:00:12.34Z,2011-04-02T00:00:07.84Z,2011-04-02T00:00:08.12Z,2011-04-02T00:00:00.63Z,2011-04-02T00:00:03.63Z,2011-04-01T23:58:18.20Z
2011-04-03,2011-04-03T00:00:02.12Z,2011-04-03T00:00:09.62Z,2011-04-03T00:00:12.34Z,2011-04-03T00:00:07.84Z,2011-04-03T00:00:08.12Z,2011-04-03T00:00:00.62Z,2011-04-03T00:00:03.62Z,2011-04-02T23:58:18.30Z
2011-04-04,2011-04-04T00:00:02.12Z,2011-04-04T00:00:09.62Z,2011-04-04T00:00:12.35Z,2011-04-04T00:00:07.84Z,2011-04-04T00:00:08.13Z,2011-04-04T00:00:00.63Z,2011-04-04T00:00:03.63Z,2011-04-03T23:58:18.40Z
2011-04-05,2011-04-05T00:00:02.12Z,2011-04-05T00:00:09.62Z,2011-04-05T00:00:12.34Z,2011-04-05T00:00:07.84Z,2011-04-05T00:00:08.12Z,2011-04-05T00:00:00.62Z,2011-04-05T00:00:03.62Z,2011-04-04T23:58:18.60Z
2011-04-06,2011-04-06T00:00:02.12Z,2011-04-06T00:00:09.62Z,2011-04-06T00:00:12.34Z,2011-04-06T00:00:07.84Z,2011-04-06T00:00:08.12Z,2011-04-06T00:00:00.62Z,2011-04-06T00:00:03.62Z,2011-04-05T23:58:18.70Z
2011-04-07,2011-04-07T00:00:02.12Z,2011-04-07T00:00:09.62Z,2011-04-07T00:00:12.34Z,2011-04-07T00:00:07.84Z,2011-04-07T00:00:08.12Z,2011-04-07T00:00:00.62Z,2011-04-07T00:00:03.62Z,2011-04-06T23:58:18.90Z
2011-04-08,2011-04-08T00:00:02.12Z,2011-04-08T00:00:09.62Z,2011-04-08T00:00:12.34Z,2011-04-08T00:00:07.84Z,2011-04-08T00:00:08.12Z,2011-04-08T00:00:00.62Z,2011-04-08T00:00:03.62Z,2011-04-07T23:58:19.00Z
2011-04-09,2011-04-09T00:00:02.12Z,2011-04-09T00:00:09.62Z,2011-04-09T00:00:12.34Z,2011-04-09T00:00:07.84Z,2011-04-09T00:00:08.12Z,2011-04-09T00:00:00.62Z,2011-04-09T00:00:03.62Z,2011-04-08T23:58:19.20Z
2011-04-10,2011-04-09T23:00:02.12Z,2011-04-09T23:00:09.62Z,2011-04-09T23:00:12.34Z,2011-04-09T23:00:07.84Z,2011-04-09T23:00:08.12Z,2011-04-09T23:00:00.62Z,2011-04-09T23:00:03.63Z,2011-04-09T20:58:19.20Z
2011-04-11,2011-04-11T00:00:02.12Z,2011-04-11T00:00:09.62Z,2011-04-11T00:00:12.35Z,2011-04-11T00:00:07.84Z,2011-04-11T00:00:08.12Z,2011-04-11T00:00:00.62Z,2011-04-11T00:00:03.62Z,2011-04-10T23:58:19.40Z
2011-04-12,2011-04-12T00:00:02.12Z,2011-04-12T00:00:09.62Z,2011-04-12T00:00:12.35Z,2011-04-12T00:00:07.84Z,2011-04-12T00:00:08.12Z,2011-04-12T00:00:00.62Z,2011-04-12T00:00:03.63Z,2011-04-11T23:58:19.60Z
2011-04-13,2011-04-13T00:00:02.12Z,2011-04-13T00:00:09.62Z,2011-04-13T00:00:12.34Z,2011-04-13T00:00:07.84Z,2011-04-13T00:00:08.12Z,2011-04-13T00:00:00.62Z,2011-04-13T00:00:03.62Z,2011-04-12T23:58:19.70Z
2011-04-15,2011-04-15T00:00:02.12Z,2011-04-15T00:00:09.62Z,2011-04-15T00:00:12.34Z,2011-04-15T00:00:08.93Z,2011-04-15T00:00:08.13Z,2011-04-15T00:00:00.62Z,2011-04-15T00:00:03.62Z,2011-04-14T23:58:20.00Z
2011-04-16,2011-04-15T23:00:02.12Z,2011-04-15T23:00:09.62Z,2011-04-15T23:00:12.34Z,2011-04-15T23:00:07.84Z,2011-04-15T23:00:08.12Z,2011-04-15T23:00:00.63Z,2011-04-15T23:00:03.63Z,2011-04-15T20:58:20.00Z
2011-04-17,2011-04-17T00:00:02.12Z,2011-04-17T00:00:09.62Z,2011-04-17T00:00:12.34Z,2011-04-17T00:00:07.84Z,2011-04-17T00:00:08.12Z,2011-04-17T00:00:00.62Z,2011-04-17T00:00:03.62Z,2011-04-16T23:58:20.30Z
2011-04-18,2011-04-18T00:00:02.12Z,2011-04-18T00:00:09.62Z,2011-04-18T00:00:12.34Z,2011-04-18T00:00:07.84Z,2011-04-18T00:00:08.12Z,2011-04-18T00:00:00.64Z,2011-04-18T00:00:03.62Z,2011-04-17T23:58:20.40Z
2011-04-20,2011-04-20T00:00:02.12Z,2011-04-20T00:00:09.62Z,2011-04-20T00:00:12.34Z,2011-04-20T00:00:07.84Z,2011-04-20T00:00:08.13Z,2011-04-20T00:00:00.62Z,2011-04-20T00:00:03.62Z,2011-04-19T23:58:20.70Z
2011-04-21,2011-04-21T00:00:02.12Z,2011-04-21T00:00:09.62Z,2011-04-21T00:00:12.34Z,2011-04-21T00:00:07.84Z,2011-04-21T00:00:08.12Z,2011-04-21T00:00:00.62Z,2011-04-21T00:00:03.62Z,2011-04-20T23:58:20.80Z
2011-04-22,2011-04-22T00:00:02.12Z,2011-04-22T00:00:09.62Z,2011-04-22T00:00:12.69Z,2011-04-22T00:00:09.02Z,2011-04-22T00:00:08.12Z,2011-04-22T00:00:00.63Z,2011-04-22T00:00:03.63Z,2011-04-21T23:58:21.00Z
2011-04-23,2011-04-23T00:00:02.12Z,2011-04-23T00:00:09.62Z,2011-04-23T00:00:12.34Z,2011-04-23T00:00:07.84Z,2011-04-23T00:00:08.13Z,2011-04-23T00:00:00.63Z,2011-04-23T00:00:03.63Z,2011-04-22T23:58:21.10Z
2011-04-24,2011-04-24T00:00:02.12Z,2011-04-24T00:00:09.63Z,2011-04-24T00:00:12.34Z,2011-04-24T00:00:07.84Z,2011-04-24T00:00:08.12Z,2011-04-24T00:00:00.62Z,2011-04-24T00:00:03.62Z,2011-04-23T23:58:21.30Z
2011-04-25,2011-04-25T00:00:02.12Z,2011-04-25T00:00:09.63Z,2011-04-25T00:00:12.34Z,2011-04-25T00:00:07.84Z,2011-04-25T00:00:08.12Z,2011-04-25T00:00:00.62Z,2011-04-25T00:00:03.62Z,2011-04-24T23:58:21.40Z
2011-04-28,2011-04-28T00:00:02.13Z,2011-04-28T00:00:09.62Z,2011-04-28T00:00:12.34Z,2011-04-28T00:00:07.84Z,2011-04-28T00:00:08.12Z,2011-04-28T00:00:00.62Z,2011-04-28T00:00:03.62Z,2011-04-27T23:58:21.80Z
2011-04-30,2011-04-30T00:00:02.12Z,2011-04-30T00:00:09.62Z,2011-04-30T00:00:12.34Z,2011-04-30T00:00:07.84Z,2011-04-30T00:00:08.12Z,2011-04-30T00:00:00.62Z,2011-04-30T00:00:03.62Z,2011-04-29T23:58:22.10Z
2011-05-01,2011-05-01T00:00:02.12Z,2011-05-01T00:00:09.62Z,2011-05-01T00:00:12.34Z,2011-05-01T00:00:07.84Z,2011-05-01T00:00:08.12Z,2011-05-01T00:00:00.62Z,2011-05-01T00:00:03.62Z,2011-04-30T23:58:22.20Z
2011-05-02,2011-05-02T00:00:02.12Z,2011-05-02T00:00:09.62Z,2011-05-02T00:00:12.34Z,2011-05-02T00:00:07.84Z,2011-05-02T00:00:08.12Z,2011-05-02T00:00:00.62Z,2011-05-02T00:00:03.62Z,2011-05-01T23:58:22.30Z
2011-05-04,2011-05-04T00:00:02.12Z,2011-05-04T00:00:09.62Z,2011-05-04T00:00:12.34Z,2011-05-04T00:00:07.84Z,2011-05-04T00:00:08.12Z,2011-05-04T00:00:00.63Z,2011-05-04T00:00:03.63Z,2011-05-03T23:58:22.60Z
2011-05-05,2011-05-05T00:00:02.12Z,2011-05-05T00:00:09.62Z,2011-05-05T00:00:12.34Z,2011-05-05T00:00:07.84Z,2011-05-05T00:00:08.12Z,2011-05-05T00:00:00.62Z,2011-05-05T00:00:03.62Z,2011-05-04T23:58:22.70Z
2011-05-06,2011-05-06T00:00:02.13Z,2011-05-06T00:00:09.62Z,2011-05-06T00:00:12.35Z,2011-05-06T00:00:07.84Z,2011-05-06T00:00:08.12Z,2011-05-06T00:00:00.63Z,2011-05-06T00:00:03.63Z,2011-05-05T23:58:22.80Z
2011-05-07,2011-05-07T00:00:02.12Z,2011-05-07T00:00:09.62Z,2011-05-07T00:00:12.35Z,2011-05-07T00:00:07.84Z,2011-05-07T00:00:08.12Z,2011-05-07T00:00:00.62Z,2011-05-07T00:00:03.62Z,2011-05-06T23:58:22.90Z
2011-05-08,2011-05-08T00:00:02.12Z,2011-05-08T00:00:09.62Z,2011-05-08T00:00:12.34Z,2011-05-08T00:00:07.84Z,2011-05-08T00:00:08.12Z,2011-05-08T00:00:00.63Z,2011-05-08T00:00:03.63Z,2011-05-07T23:58:23.10Z
2011-05-09,2011-05-09T00:00:02.13Z,2011-05-09T00:00:09.64Z,2011-05-09T00:00:12.34Z,2011-05-09T00:00:07.84Z,2011-05-09T00:00:08.12Z,2011-05-09T00:00:00.62Z,2011-05-09T00:00:03.62Z,2011-05-08T23:58:23.20Z
2011-05-10,2011-05-10T00:00:02.12Z,2011-05-10T00:00:09.62Z,2011-05-10T00:00:12.34Z,2011-05-10T00:00:07.84Z,2011-05-10T00:00:08.12Z,2011-05-10T00:00:00.62Z,2011-05-10T00:00:03.62Z,2011-05-09T23:58:23.30Z
2011-05-11,2011-05-11T00:00:02.12Z,2011-05-11T00:00:09.62Z,2011-05-11T00:00:12.34Z,2011-05-11T00:00:07.84Z,2011-05-11T00:00:08.12Z,2011-05-11T00:00:00.63Z,2011-05-11T00:00:03.62Z,2011-05-10T23:58:23.40Z
2011-05-12,2011-05-12T00:00:02.12Z,2011-05-12T00:00:09.62Z,2011-05-12T00:00:12.34Z,2011-05-12T00:00:07.84Z,2011-05-12T00:00:08.12Z,2011-05-12T00:00:00.62Z,2011-05-12T00:00:03.62Z,2011-05-11T23:58:23.50Z
2011-05-13,2011-05-13T00:00:02.12Z,2011-05-13T00:00:09.62Z,2011-05-13T00:00:12.34Z,2011-05-13T00:00:07.84Z,2011-05-13T00:00:08.12Z,2011-05-13T00:00:00.62Z,2011-05-13T00:00:03.62Z,2011-05-12T23:58:23.60Z
2011-05-14,2011-05-14T00:00:02.12Z,2011-05-14T00:00:09.62Z,2011-05-14T00:00:12.34Z,2011-05-14T00:00:07.84Z,2011-05-14T00:00:08.12Z,2011-05-14T00:00:00.63Z,2011-05-14T00:00:03.63Z,2011-05-13T23:58:23.70Z
2011-05-15,2011-05-15T00:00:02.12Z,2011-05-15T00:00:09.62Z,2011-05-15T00:00:12.35Z,2011-05-15T00:00:07.84Z,2011-05-15T00:00:08.12Z,2011-05-15T00:00:00.63Z,2011-05-15T00:00:03.62Z,2011-05-14T23:58:23.80Z
2011-05-16,2011-05-16T00:00:02.12Z,2011-05-16T00:00:09.62Z,2011-05-16T00:00:12.34Z,2011-05-16T00:00:07.84Z,2011-05-16T00:00:08.13Z,2011-05-16T00:00:00.64Z,2011-05-16T00:00:03.62Z,2011-05-15T23:58:23.90Z
2011-05-17,2011-05-17T00:00:02.12Z,2011-05-17T00:00:09.62Z,2011-05-17T00:00:12.34Z,2011-05-17T00:00:07.84Z,2011-05-17T00:00:08.13Z,2011-05-17T00:00:00.62Z,2011-05-17T00:00:03.62Z,2011-05-16T23:58:24.00Z
2011-05-18,2011-05-18T00:00:02.13Z,2011-05-18T00:00:09.62Z,2011-05-18T00:00:12.34Z,2011-05-18T00:00:07.84Z,2011-05-18T00:00:08.12Z,2011-05-18T00:00:00.62Z,2011-05-18T00:00:03.62Z,2011-05-17T23:58:24.20Z
2011-05-19,2011-05-19T00:00:02.12Z,2011-05-19T00:00:09.62Z,2011-05-19T00:00:12.34Z,2011-05-19T00:00:07.84Z,2011-05-19T00:00:08.12Z,2011-05-19T00:00:00.62Z,2011-05-19T00:00:03.62Z,2011-05-18T23:58:24.30Z
2011-05-20,2011-05-20T00:00:02.12Z,2011-05-20T00:00:09.62Z,2011-05-20T00:00:12.34Z,2011-05-20T00:00:07.84Z,2011-05-20T00:00:08.12Z,2011-05-20T00:00:00.62Z,2011-05-20T00:00:03.62Z,2011-05-19T23:58:24.40Z
2011-05-21,2011-05-21T00:00:02.12Z,2011-05-21T00:00:09.62Z,2011-05-21T00:00:12.34Z,2011-05-21T00:00:07.84Z,2011-05-21T00:00:08.12Z,2011-05-21T00:00:00.62Z,2011-05-21T00:00:03.62Z,2011-05-20T23:58:24.50Z
2011-05-22,2011-05-22T00:00:02.12Z,2011-05-22T00:00:09.62Z,2011-05-22T00:00:12.34Z,2011-05-22T00:00:07.84Z,2011-05-22T00:00:08.12Z,2011-05-22T00:00:00.62Z,2011-05-22T00:00:03.62Z,2011-05-21T23:58:24.60Z
2011-05-23,2011-05-23T00:00:02.12Z,2011-05-23T00:00:09.62Z,2011-05-23T00:00:12.34Z,2011-05-23T00:00:07.84Z,2011-05-23T00:00:08.12Z,2011-05-23T00:00:00.62Z,2011-05-23T00:00:03.62Z,2011-05-22T23:58:24.70Z
2011-05-24,2011-05-24T00:00:02.12Z,2011-05-24T00:00:09.62Z,2011-05-24T00:00:12.35Z,2011-05-24T00:00:07.84Z,2011-05-24T00:00:08.12Z,2011-05-24T00:00:00.62Z,2011-05-24T00:00:03.62Z,2011-05-23T23:58:24.80Z
2011-05-25,2011-05-25T00:00:02.12Z,2011-05-25T00:00:09.62Z,2011-05-25T00:00:12.34Z,2011-05-25T00:00:07.84Z,2011-05-25T00:00:08.12Z,2011-05-25T00:00:00.62Z,2011-05-25T00:00:03.62Z,2011-05-24T23:58:24.90Z
2011-05-26,2011-05-26T00:00:02.12Z,2011-05-26T00:00:09.62Z,2011-05-26T00:00:12.34Z,2011-05-26T00:00:07.84Z,2011-05-26T00:00:08.14Z,2011-05-26T00:00:00.62Z,2011-05-26T00:00:03.62Z,2011-05-25T23:58:24.90Z
